author,title,page_count,rating,ratingCount,firstPub_year,ogPub_year,Binding,language,followers,review_counts,Publisher,genres
Upton Sinclair,The Jungle,335,3.75,134814,1905,2003,Paperback,English,872,6311,SeeSharpPress,Classics
Stephenie Meyer,"The Twilight Collection (Twilight, #1-3)",1690,3.8,44859,2007,2007,Hardcover,English,"68,765",1148,Atom,Young Adult
Diana Gabaldon,"Voyager (Outlander, #3)",870,4.38,278602,1993,2001,Paperback,English,"170,435",11755,Delta,Historical
Jennifer Niven,All the Bright Places,378,4.15,415655,,,,,,,,
Robert Graves,"I, Claudius (Claudius, #1)",468,4.22,61462,1934,1989,Paperback,English,"1,295",2887,Vintage,Historical
E.M. Forster,A Room with a View,119,3.91,163115,1908,2005,Paperback,English,"2,913",6629,Digireads.com,Classics
David Sedaris,Me Talk Pretty One Day,272,3.99,656973,2000,2001,Paperback,English,"21,656",18370,"Little,BrownandCompany",Nonfiction
Stephen King,Pet Sematary,580,4.03,484536,1983,2014,Kindle Edition,English,"786,153",17613,Scribner,Horror
David Guterson,Snow Falling on Cedars,460,3.85,176299,1994,1995,Paperback,English,773,5183,Vintage,Fiction
Rick Yancey,"The 5th Wave (The 5th Wave, #1)",457,4.02,424499,,,,,,,,
P.C. Cast,"Chosen (House of Night, #3)",307,3.91,232844,,,,,,,,
E. Lockhart,We Were Liars,242,3.77,754252,,,,,,,,
Charles Dickens,Bleak House,1017,4,103150,1853,2006,Paperback,English,"25,203",4680,PenguinBooks,Classics
C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",288,4.01,245505,1956,2005,Paperback,English,"36,950",7719,HarperCollinsPublishers,Fantasy
Plato,The Republic,416,3.95,183872,-375,2003,Paperback,English,"5,935",4218,PenguinClassics,Philosophy
William Peter Blatty,The Exorcist,385,4.19,200448,1971,1994,Mass Market Paperback,English,946,6408,HarperTorch,Horror
J.R.R. Tolkien,"The Return of the King (The Lord of the Rings, #3)",385,4.54,754900,1955,1974,Mass Market Paperback,English,"62,862",12663,BallantineBooks,Fantasy
Richelle Mead,"Bloodlines (Bloodlines, #1)",421,4.19,179986,,,,,,,,
Cassandra Clare,"City of Glass (The Mortal Instruments, #3)",541,4.29,876199,,,,,,,,
W. Somerset Maugham,Of Human Bondage,684,4.11,53015,1915,2007,Paperback,English,"4,496",3513,Signet,Classics
Julie Kagawa,"The Iron King (The Iron Fey, #1)",363,3.89,206013,,,,,,,,
Evelyn Waugh,Brideshead Revisited,351,4,99688,1945,1982,Paperback,English,"2,029",5265,BackBayBooks,Classics
Elizabeth Gaskell,North and South,521,4.14,155022,1854,1994,Paperback,English,"2,987",8351,PenguinBooks,Classics
Jane Austen,Persuasion,249,4.14,580914,1817,2004,Paperback,English,"55,283",22221,OxfordUniversityPress,Classics
Max Brooks,World War Z,342,4.01,477171,,,,,,,,
Richard Dawkins,The God Delusion,374,3.9,250990,2006,2006,Hardcover,English,"18,366",8805,HoughtonMifflinCo.(Boston/NY),Nonfiction
Emily Dickinson,The Complete Poems of Emily Dickinson,716,4.24,88962,1890,1976,Paperback,English,"4,520",1327,"Little,BrownandCompany",Poetry
H.G. Wells,The War of the Worlds,192,3.83,272032,1897,2002,Paperback,English,"8,635",9418,ModernLibrary,Classics
R.D. Ronald,The Zombie Room,241,4.11,52995,2012,2016,Kindle Edition,English,"4,061",341,GardenHeightsBooks,Thriller
Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)",836,4.12,237529,1994,2003,Paperback,English,"11,384",6953,TorBooks,Fantasy
Anne Rice,"The Witching Hour (Lives of the Mayfair Witches, #1)",1207,4.1,107502,1990,2004,Paperback,English,"23,113",3988,Arrow,Horror
Sarah J. Maas,"Queen of Shadows (Throne of Glass, #4)",648,4.54,346351,,,,,,,,
Lauren Kate,"Torment (Fallen, #2)",452,3.85,224659,,,,,,,,
William Makepeace Thackeray,Vanity Fair,867,3.79,122561,1847,2003,Paperback,English,753,3827,PenguinBooks,Classics
Dan Brown,"Angels & Demons (Robert Langdon, #1)",736,3.92,2910969,2000,2006,Mass Market Paperback,English,"92,778",30956,PocketBooks,Fiction
Neal Stephenson,Snow Crash,559,4.03,251053,1992,2003,Kindle Edition,English,"23,311",10152,Spectra,Science Fiction
,"Cry, the Beloved Country",,,,,,,,,,,
Wilkie Collins,The Woman in White,672,3.99,142218,1859,2003,Paperback,English,"2,052",8502,PenguinClassics,Classics
Dalton Trumbo,Johnny Got His Gun,309,4.18,37639,1939,2000,Paperback,English,315,2531,Citadel,Fiction
Arthur C. Clarke,"2001 (Space Odyssey, #1)",297,4.16,281554,1968,2000,Paperback,English,"9,051",6752,Roc,Science Fiction
Tahereh Mafi,"Ignite Me (Shatter Me, #3)",421,4.4,192398,,,,,,,,
Deborah Harkness,"A Discovery of Witches (All Souls, #1)",579,4.01,427438,,,,,,,,
Sylvia Day,"Bared to You (Crossfire, #1)",334,4.17,485951,2012,2014,Paperback,English,"117,765",19221,Berkley,Romance
Neal Shusterman,"Unwind (Unwind, #1)",337,4.16,208859,,,,,,,,
Kiera Cass,"The Elite (The Selection, #2)",336,3.98,581370,,,,,,,,
,"Chocolat (Chocolat, #1)",,,,,,,,,,,
Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",403,3.79,220170,,,,,,,,
Kelley Armstrong,"The Summoning (Darkest Powers, #1)",390,4.01,167428,,,,,,,,
Jeaniene Frost,"Halfway to the Grave (Night Huntress, #1)",358,4.13,149223,,,,,,,,
Cassandra Clare,"The Mortal Instruments Boxed Set (The Mortal Instruments, #1-3)",1520,4.56,66640,,,,,,,,
Greg Mortenson,Three Cups of Tea,349,3.66,339299,2006,2007,Paperback,English,"1,486",22272,Penguin,Nonfiction
John Steinbeck,Cannery Row (Cannery Row #1),181,4.05,120731,1945,2002,Paperback,English,"19,304",6089,PenguinBooks,Classics
Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)",368,4.05,252827,,,,,,,,
Maggie Stiefvater,"The Raven Boys (The Raven Cycle, #1)",409,4.05,317187,,,,,,,,
,Just Listen,,,,,,,,,,,
Chris Van Allsburg,The Polar Express,32,4.31,224431,1985,2000,Hardcover,English,959,3807,HoughtonMifflin,Childrens
Sarah Dessen,The Truth About Forever,374,4.12,216974,,,,,,,,
Tatiana de Rosnay,Sarah's Key,294,4.17,447041,2006,2007,Hardcover,English,"4,557",29929,St.MartinsPress,Historical
Daniel Quinn,Ishmael,338,3.99,89736,1992,2009,Kindle Edition,English,"1,335",5712,Bantam,Fiction
Charles Dickens,A Christmas Carol,104,4.07,699492,1843,1999,Paperback,English,"25,203",24006,BethanyHousePublishers,Classics
Irvine Welsh,Trainspotting (Mark Renton #2),431,4.07,158749,1993,1994,Paperback,Scots,"6,406",3092,Vintage,Fiction
Thomas Hardy,Far From the Madding Crowd,433,3.95,138512,1874,2003,Paperback,English,"5,194",6797,PenguinBooks,Classics
P.D. Eastman,Are You My Mother?,64,4.19,228324,1960,1962,Paperback,English,367,2586,"RandomHouse,Inc.",Childrens
William Shakespeare,Much Ado About Nothing,246,4.06,227403,1598,2004,Paperback,English,"38,624",4299,SimonSchuster,Classics
Lemony Snicket,"The Bad Beginning (A Series of Unfortunate Events, #1)",176,3.97,453469,1999,1999,Paperback,English,"22,245",18563,"Scholastic,Inc.",Fiction
D.H. Lawrence,Lady Chatterley's Lover,376,3.51,108846,1928,1983,Hardcover,English,"3,072",5733,ModernLibrary,Classics
Donna Tartt,The Goldfinch,771,3.92,800344,2013,2013,Hardcover,English,"21,818",66272,"Little,Brown",Fiction
,"Hyperion (Hyperion Cantos, #1)",,,,,,,,,,,
Sherrilyn Kenyon,"Acheron (Dark-Hunter, #14)",728,4.55,57541,,,,,,,,
Susan Ee,"Angelfall (Penryn & the End of Days, #1)",288,4.11,182057,2011,2012,Kindle Edition,English,"12,281",16565,Skyscape,Fantasy
Laura Ingalls Wilder,"Little House on the Prairie (Little House, #3)",335,4.2,272383,1935,1994,Paperback,English,"4,241",4846,HarperTrophy,Classics
Marcel Proust,Swann's Way,444,4.12,52390,1913,2004,Paperback,English,"5,198",4194,PenguinClassics,Classics
J.D. Salinger,Nine Stories,302,4.17,139708,1953,2001,Paperback,English,"13,674",4814,"Little,BrownandCompany",Short Stories
Becca Fitzpatrick,"Silence (Hush, Hush, #3)",448,4.09,264279,,,,,,,,
,Into Thin Air: A Personal Account of the Mount Everest …,,,,,,,,,,,
,"You Are Special (Wemmicksville, #1)",,,,,,,,,,,
Michelle Hodkin,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",456,4.03,164697,,,,,,,,
Angie Thomas,"The Hate U Give (The Hate U Give, #1)",454,4.5,680407,,,,,,,,
Alexandra Bracken,"The Darkest Minds (The Darkest Minds, #1)",488,4.16,170261,,,,,,,,
C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",224,3.91,306760,1954,1995,Paperback,English,"36,950",9154,ScholasticInc,Fantasy
Paullina Simons,"The Bronze Horseman (The Bronze Horseman, #1)",637,4.29,74486,2000,2001,Paperback,English,"4,490",8135,HarperCollins,Historical
Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",291,4.11,253275,2004,2005,Mass Market Paperback,English,"33,706",5879,AceBooks,Fantasy
Pittacus Lore,"I Am Number Four (Lorien Legacies, #1)",440,3.93,329642,,,,,,,,
,The Seven Husbands of Evelyn Hugo,,,,,,,,,,,
Cecelia Ahern,"P.S. I Love You (P.S. I Love You, #1)",501,4.02,359589,2004,2005,Paperback,English,"17,272",9051,HachetteBooks,Romance
William Shakespeare,Twelfth Night,272,3.98,166283,1601,2004,Paperback,English,"38,625",4284,Simon&Schuster,Classics
Dodie Smith,I Capture the Castle,408,4,92454,1948,1998,Hardcover,English,822,9289,WyattBook,Classics
Laura Ingalls Wilder,"Little House in the Big Woods (Little House, #1)",198,4.19,248094,1932,2007,Paperback,English,"4,241",6556,HarperTrophy,Classics
Colleen Hoover,"Slammed (Slammed, #1)",354,4.23,232097,2012,2016,Kindle Edition,English,"458,825",17213,AtriaBooks,Romance
J.R.R. Tolkien,"The Two Towers (The Lord of the Rings, #2)",447,4.46,804431,1954,1973,Mass Market Paperback,English,"62,862",13379,BallantineBooks,Fantasy
Abraham   Verghese,Cutting for Stone,541,4.29,352919,2009,2009,Hardcover,English,"2,458",26374,AlfredA.Knopf,Fiction
Hanya Yanagihara,A Little Life,720,4.33,317603,,,,,,,,
Garth Nix,"Sabriel (Abhorsen,  #1)",491,4.15,197668,1995,1996,Mass Market Paperback,English,"12,688",8403,HarperCollins,Fantasy
Randy Pausch,The Last Lecture,217,4.25,324520,2008,2008,Kindle Edition,English,"1,009",18048,HachetteBooks,Nonfiction
Patrick Ness,A Monster Calls,237,4.33,236029,2011,2015,Paperback,English,"17,411",37211,WalkerBooks,Fantasy
,The Hours,,,,,,,,,,,
Shannon Hale,"The Goose Girl (The Books of Bayern, #1)",383,4.11,140901,2003,2005,Paperback,English,"12,510",10341,BloomsburyChildren'sBooks,Fantasy
Hermann Hesse,Demian,193,4.13,86958,1919,1974,Paperback,German,"14,267",5217,SuhrkampVerlag,Fiction
L.M. Montgomery,Anne of Avonlea (Anne of Green Gables #2),304,4.2,167582,1909,1997,Paperback,English,"9,679",6693,RandomHouseChildren'sBooks,Classics
Diana Gabaldon,"Drums of Autumn (Outlander, #4)",928,4.33,225686,1996,2018,Paperback,English,"170,435",8790,Bantam,Historical
Rick Riordan,"The Red Pyramid (The Kane Chronicles, #1)",528,4.09,355511,,,,,,,,
,No Country for Old Men,,,,,,,,,,,
William Shakespeare,Julius Caesar,128,3.69,183393,1599,2002,Paperback,English,"38,625",5018,"OxfordUniversityPress,USA",Classics
Peter S. Beagle,"The Last Unicorn (The Last Unicorn, #1)",294,4.15,101317,1968,2008,Paperback,English,"2,461",4840,PenguinRoc,Fantasy
Tennessee Williams,The Glass Menagerie,104,3.72,121086,1945,1999,Paperback,English,"2,773",2843,NewDirections,Plays
Elie Wiesel,"Night (The Night Trilogy, #1)",115,4.35,1078455,1956,2006,Paperback,English,"3,718",31908,Hill&Wang,Nonfiction
Lionel Shriver,We Need to Talk About Kevin,400,4.06,181279,2003,2006,Paperback,English,"3,573",15039,HarperPerennial,Fiction
Ken Follett,"World Without End (Kingsbridge, #2)",1014,4.27,222399,,,,,,,,
Orson Scott Card,"Speaker for the Dead (Ender's Saga, #2)",382,4.08,234892,1986,1994,Paperback,English,"17,970",8098,TorBooks,Science Fiction
P.C. Cast,"Hunted (House of Night, #5)",323,3.92,174560,,,,,,,,
Jane Austen,Sense and Sensibility,409,4.08,1050254,1811,2003,Paperback,English,"55,283",20282,PenguinBooks,Classics
Chuck Palahniuk,Invisible Monsters,304,3.98,133281,1999,2018,Paperback,,,,,
Barbara Kingsolver,"The Bean Trees (Greer Family, #1)",232,3.98,141340,1988,1989,Hardcover,English,"13,465",6858,PerfectionLearning,Fiction
Edmond Rostand,Cyrano de Bergerac,240,4.06,77280,1897,2003,Paperback,English,358,2347,SignetClassics,Classics
Anonymous,The Arabian Nights,1049,4.04,73532,800,2004,Paperback,English,"2,716",1973,ModernLibrary,Classics
Ellen Raskin,The Westing Game,182,4.01,189120,1978,2004,Paperback,English,603,11916,Puffin,Mystery
Colleen Hoover,It Ends with Us,385,4.44,729950,,,,,,,,
,Interpreter of Maladies,,,,,,,,,,,
Melissa Marr,"Wicked Lovely (Wicked Lovely, #1)",328,3.69,163228,,,,,,,,
W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)",319,4.34,121595,,,,,,,,
J.R. Ward,"Lover Eternal (Black Dagger Brotherhood, #2)",441,4.33,182541,,,,,,,,
Robert Penn Warren,All the King's Men,439,4.07,60654,1946,1996,Paperback,English,523,2820,HarcourtBrace,Fiction
Lauren Oliver,Before I Fall,470,3.89,319756,2010,2010,Paperback,English,"118,614",20943,HarperCollins,Young Adult
Brandon Sanderson,"Words of Radiance (The Stormlight Archive, #2)",1087,4.75,254030,,,,,,,,
Leif Enger,Peace Like a River,312,3.98,86088,2001,2002,Paperback,English,"1,361",8293,AtlanticMonthlyPress,Fiction
William Shakespeare,The Merchant of Venice,337,3.79,170390,1596,1992,Paperback,English,"38,625",4334,"WashingtonSquarePress,Inc.",Classics
Aleksandr Solzhenitsyn,One Day in the Life of Ivan Denisovich,182,3.97,100121,1962,2005,Paperback,English,"3,074",4879,"Farrar,StrausandGiroux",Fiction
Jandy Nelson,I'll Give You the Sun,371,4.15,294097,,,,,,,,
,"The Queen of the Damned (The Vampire Chronicles, #3)",,,,,,,,,,,
,The Nightingale,,,,,,,,,,,
Sun Tzu,The Art of War,273,3.97,389668,-500,2005,Paperback,English,"2,283",13698,HarperPress,Nonfiction
Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",454,4.26,359137,,,,,,,,
Thomas Pynchon,Gravity's Rainbow,776,3.98,40946,1973,2006,Paperback,English,"5,525",3534,PenguinBooks,Fiction
Patrick Ness,"The Knife of Never Letting Go (Chaos Walking, #1)",512,3.97,179296,2008,2014,Paperback,English,"17,411",19129,CandlewickPress,Young Adult
Marissa Meyer,"Cress (The Lunar Chronicles, #3)",552,4.42,316736,,,,,,,,
C.S. Lewis,"The Silver Chair (Chronicles of Narnia, #4)",243,3.95,264292,1953,2008,Paperback,English,"36,950",6468,HarperCollins,Fantasy
Tim LaHaye,"Left Behind (Left Behind, #1)",470,3.84,215732,1995,2000,Mass Market Paperback,English,"1,605",4003,TyndaleHousePublishers,Fiction
Shirley Jackson,The Haunting of Hill House,182,3.83,210861,1959,2006,Paperback,English,"6,681",19920,PenguinClassics,Horror
Umberto Eco,Foucault's Pendulum,623,3.9,64396,1988,2007,Paperback,English,"9,561",3583,MarinerBooks,Fiction
Kim Edwards,The Memory Keeper's Daughter,401,3.68,580676,2005,2006,Paperback,English,"1,170",19807,PenguinBooks,Fiction
Maria V. Snyder,"Poison Study (Study, #1)",427,4.09,157355,2005,2007,Paperback,English,"16,641",12474,Mira,Fantasy
,"Inheritance (The Inheritance Cycle, #4)",,,,,,,,,,,
James Dashner,"The Scorch Trials (The Maze Runner, #2)",362,3.91,505886,,,,,,,,
Jasper Fforde,"The Eyre Affair (Thursday Next, #1)",374,3.87,129287,2001,2003,Paperback,English,"11,088",10701,PenguinBooks,Fantasy
Iain Banks,The Wasp Factory,192,3.8,87754,1984,1998,Paperback,English,"4,222",4951,Simon&Schuster(NYC),Fiction
Gayle Forman,"Where She Went (If I Stay, #2)",264,4,276472,,,,,,,,
Rhonda Byrne,"The Secret (The Secret, #1)",199,3.71,403012,,,,,,,,
Edith Hamilton,Mythology,497,4.02,49084,1942,1998,Paperback,English,430,2722,"Little,BrownandCompany",Fantasy
Diana   Forbes,Mistress Suffragette,333,4.3,7354,,,,,,,,
Jane Austen,Emma,474,4.03,741448,1815,2003,Paperback,English,"55,283",23092,PenguinBooks,Classics
Italo Calvino,If on a Winter's Night a Traveler,260,4.05,82529,1979,1982,Paperback,English,"6,765",6998,L&ODKeyPorter,Fiction
Stephen King,"The Talisman (The Talisman, #1)",656,4.13,114868,1984,2001,Hardcover,English,"786,153",3836,RandomHouse,Horror
Leigh Bardugo,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",358,3.96,667315,,,,,,,,
Laura Hillenbrand,Seabiscuit,457,4.2,156888,1999,2003,Mass Market Paperback,English,"3,678",4609,BallantineBooks,Nonfiction
Karen Marie Moning,"Darkfever (Fever, #1)",309,4.06,171348,,,,,,,,
Richard Wright,Native Son,504,4,93340,1940,2005,Paperback,English,"1,489",4258,HarperPerennialModernClassics,Fiction
C.S. Lewis,"Prince Caspian (Chronicles of Narnia, #2)",240,3.98,385936,1951,2005,Hardcover,English,"36,950",8827,HarperCollinsPublishers,Fantasy
Karen Marie Moning,"Shadowfever (Fever, #5)",608,4.39,103968,,,,,,,,
Sophocles,"Oedipus Rex (The Theban Plays, #1)",75,3.72,188186,-429,2006,Paperback,English,"1,732",4094,PrestwickHouse-(LiteraryTouchstoneClassic),Classics
Dan Brown,"Inferno (Robert Langdon, #4)",463,3.87,508663,,,,,,,,
Haruki Murakami,1Q84 (1Q84 #1-3),925,3.93,228518,2009,2011,Hardcover,English,"96,812",19716,Knopf,Fiction
Michael  Grant,"Gone (Gone, #1)",560,3.86,190669,,,,,,,,
Ursula K. Le Guin,"The Left Hand of Darkness (Hainish Cycle, #4)",304,4.09,141575,1969,2000,Paperback,English,"20,741",11263,Ace,Science Fiction
Michael Shaara,"The Killer Angels (The Civil War Trilogy, #2)",345,4.31,79928,1974,1987,Mass Market Paperback,English,532,5028,BallantineBooks,Historical
Nicole Krauss,The History of Love,255,3.92,129089,2005,2006,Paperback,English,"2,735",11459,W.W.Norton&Company,Fiction
Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",183,4,270081,1968,2004,Paperback,English,"20,741",11609,,Fantasy
Clement C. Moore,The Night Before Christmas,32,4.38,115391,1823,1998,Hardcover,English,270,2436,G.P.Putnam'sSons,Holiday
,Macbeth,,,,,,,,,,,
Tom Stoppard,Rosencrantz and Guildenstern Are Dead,126,4.04,84540,1966,1994,Paperback,English,862,2198,GrovePress,Plays
Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",566,4.04,417556,1980,2005,Paperback,English,"4,236",4967,Orion,Fiction
Paula Hawkins,The Girl on the Train,325,3.94,2446755,2015,2015,Hardcover,English,"30,130",115820,RiverheadBooks,Fiction
Andre Dubus III,House of Sand and Fog,368,3.85,128930,1999,2018,Paperback,,,,,
Charlotte Perkins Gilman,The Yellow Wallpaper and Other Stories,70,4.05,80671,1892,1997,Paperback,English,"1,193",2132,DoverPublications,Classics
Howard Zinn,A People's History of the United States,729,4.07,217664,1980,2005,Paperback,English,"2,251",6309,HarperPerennial,History
Richard Matheson,I Am Legend and Other Stories,317,4,124534,1954,1997,Paperback,English,"3,682",5225,OrbBooks,Horror
Scott Westerfeld,"Pretties (Uglies, #2)",370,3.84,246705,,,,,,,,
Sarah J. Maas,"Empire of Storms (Throne of Glass, #5)",689,4.55,287555,,,,,,,,
J.R. Ward,"Lover Unbound (Black Dagger Brotherhood, #5)",502,4.32,127440,2007,2007,Mass Market Paperback,English,"46,230",5143,Signet,Romance
A.S. Byatt,Possession,555,3.88,77443,1990,1991,Paperback,English,"2,030",4649,Vintage,Fiction
Sarah J. Maas,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",705,4.42,484792,,,,,,,,
Stephen Hawking,A Brief History of Time,212,4.19,362951,1988,1998,Paperback,English,"10,940",10496,BantamBooks,Science
Margaret Atwood,The Blind Assassin,637,3.96,145402,2000,2001,Paperback,English,"71,238",8524,ViragoPressLtd,Fiction
Janet Evanovich,"One for the Money (Stephanie Plum, #1)",320,4.04,511136,1994,2006,Paperback,English,"33,399",15568,Griffin,Mystery
Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",389,4,241336,2003,2004,Paperback,English,"71,238",14668,AnchorBooks,Fiction
David McCullough,John Adams,751,4.05,341102,2001,2001,Paperback,English,"8,688",6671,Simon&SchusterPaperbacks,History
Paulo Coelho,Veronika Decides to Die,210,3.71,194288,1998,2006,Paperback,English,"126,382",9136,HarperPerennial,Fiction
Marie Lu,"Champion (Legend, #3)",369,4.33,191656,,,,,,,,
,The Magus,,,,,,,,,,,
Diana Gabaldon,"The Fiery Cross (Outlander, #5)",1443,4.23,190406,2001,2005,Mass Market Paperback,English,"170,435",7903,Dell,Historical
Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",435,4.16,265820,1995,1996,Mass Market Paperback,English,"90,608",12158,SpectraBooks,Fantasy
Tamora Pierce,"Alanna (Song of the Lioness, #1)",274,4.25,124654,1983,2005,Mass Market Paperback,English,"82,165",5428,SimonPulse,Fantasy
Cassandra Clare,"City of Ashes (The Mortal Instruments, #2)",453,4.14,836123,,,,,,,,
Henri Charrière,Papillon,544,4.21,63520,1969,2006,Paperback,English,442,2341,WilliamMorrowPaperbacks,Nonfiction
Scott Lynch,"The Lies of Locke Lamora (Gentleman Bastard, #1)",752,4.28,253611,2006,2006,Kindle Edition,English,"22,298",17035,Spectra,Fantasy
,Twenty Thousand Leagues Under the Sea,,,,,,,,,,,
Terry Pratchett,"Night Watch (Discworld, #29; City Watch, #6)",480,4.47,103319,2002,2011,Paperback,English,"37,580",2610,Corgi,Fantasy
Dean Koontz,Watchers,624,4.17,158259,1987,2003,Paperback,English,"31,261",4379,Berkley,Horror
Allen Ginsberg,Howl and Other Poems,56,4.13,100622,1956,2001,Hardcover,English,"3,439",2013,CityLights,Poetry
Diana Gabaldon,"A Breath of Snow and Ashes (Outlander, #6)",980,4.42,157165,2005,2006,Paperback,English,"170,435",6060,Delta,Historical
Holly Black,"The Cruel Prince (The Folk of the Air, #1)",370,4.1,520093,,,,,,,,
E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,178,4.15,199661,1967,2003,Paperback,English,995,7888,WalkerBooksLtd,Fiction
Casey McQuiston,"Red, White & Royal Blue",421,4.21,449372,,,,,,,,
Rainbow Rowell,"Carry On (Simon Snow, #1)",522,4.2,261179,2015,2017,Paperback,English,"136,734",32040,WednesdayBooks,Fantasy
Jenny Han,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",355,4.09,660668,,,,,,,,
Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",284,3.83,184396,2006,2006,Hardcover,English,"14,698",7799,"Little,BrownBooksforYoungReaders",Young Adult
Tim Butcher,The Trigger,352,3.7,4721,,,,,,,,
Barbara Kingsolver,Prodigal Summer,444,4.01,103326,2000,2001,Paperback,English,"13,465",6597,HarperPerennial,Fiction
P.C. Cast,"Tempted (House of Night, #6)",319,3.95,160257,,,,,,,,
Louis de Bernières,Corelli's Mandolin,437,3.99,81466,1994,1995,Paperback,English,"1,524",3036,Vintage,Fiction
Carl Sagan,Cosmos,365,4.37,130151,1980,2002,Mass Market Paperback,English,"10,144",3687,RandomHouse,Science
Ann Brashares,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",294,3.81,660988,,,,,,,,
Toni Morrison,The Bluest Eye,216,4.09,200227,1970,2005,Paperback,English,"15,164",11536,Plume,Fiction
,Under the Dome,,,,,,,,,,,
Tom Robbins,Jitterbug Perfume,342,4.21,72891,1984,2001,Paperback,English,"5,857",3810,NoExitPress,Fiction
Jacob Grimm,Grimm's Fairy Tales,518,4.13,25758,1909,2012,Kindle Edition,English,"1,622",1105,,Classics
Raymond Chandler,The Big Sleep,231,3.96,141149,1939,1988,Paperback,English,"4,241",6502,VintageCrime,Mystery
Dave Eggers,A Heartbreaking Work of Staggering Genius,437,3.68,177786,2000,2001,Paperback,English,"7,749",9394,Vintage,Fiction
Colleen Hoover,Ugly Love,337,4.27,411114,,,,,,,,
Virgil,The Aeneid,442,3.85,114890,-19,1990,Paperback,English,"1,095",3202,Vintage,Classics
,"Prodigy (Legend, #2)",,,,,,,,,,,
Steven D. Levitt,Freakonomics,268,3.99,778846,2005,2006,Hardcover,English,"3,377",17470,WilliamMorrow,Nonfiction
Kurt Vonnegut Jr.,The Sirens of Titan,224,4.14,125491,1959,1999,Paperback,English,"29,979",5361,Gollancz,Science Fiction
Anonymous,The Book of Mormon,531,4.3,80214,1830,2013,Paperback,English,"2,716",6146,TheChurchofJesusChristofLatter-daySaints,Religion
Muriel Barbery,The Elegance of the Hedgehog,325,3.78,165239,2006,2008,Paperback,English,"1,825",19189,EuropaEditions,Fiction
Becky Albertalli,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",303,4.22,362913,,,,,,,,
Neil Gaiman,The Ocean at the End of the Lane,181,4.01,533932,,,,,,,,
Tahereh Mafi,"Unravel Me (Shatter Me, #2)",461,4.19,232261,,,,,,,,
Dee Brown,Bury My Heart at Wounded Knee,509,4.21,80042,1970,2001,Paperback,English,291,4442,"HenryHoltandCompany,LLC",History
,"The Alienist (Dr. Laszlo Kreizler, #1)",,,,,,,,,,,
Dean Koontz,"Odd Thomas (Odd Thomas, #1)",446,3.97,261562,2003,2006,Paperback,English,"31,261",7785,Bantam,Horror
Wallace Stegner,Angle of Repose,569,4.23,56523,1971,1992,Paperback,English,"1,363",4763,Penguin,Fiction
Alexander McCall Smith,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),235,3.8,248157,1998,2003,Paperback,English,"10,805",12101,AnchorBooks,Mystery
Thomas Mann,The Magic Mountain,706,4.11,42292,1924,1996,Paperback,English,"3,561",2669,Vintage,Fiction
,"Love Story (Love Story, #1)",,,,,,,,,,,
Walter Scott,Ivanhoe,496,3.75,90945,1819,2000,Paperback,English,"1,276",2662,PenguinBooks/PenguinClassics,Classics
J.R. Ward,"Lover Revealed (Black Dagger Brotherhood, #4)",455,4.29,129315,,,,,,,,
Katherine Dunn,Geek Love,348,3.96,63830,1989,2002,Paperback,English,"1,179",6196,RandomHouseVintage,Fiction
Kyle Keyes,"Worm Holes (Quantum Roots, #2)",296,4.3,6751,,,,,,,,
Yuval Noah Harari,Sapiens,512,4.4,726253,2011,2015,Paperback,English,"28,850",43047,Vintage,Nonfiction
Jonathan Franzen,The Corrections,653,3.81,167981,2001,2002,Paperback,English,"7,411",10019,FourthEstatePaperbacks,Fiction
Nicholas Sparks,Message in a Bottle,342,3.97,222987,1998,1999,Paperback,English,"215,493",4506,WarnerBooks,Romance
Sophie Kinsella,"Confessions of a Shopaholic (Shopaholic, #1)",368,3.67,688576,2000,2003,Paperback,English,"35,499",12879,DellPublishingCompany,Womens Fiction
Ayn Rand,Anthem,105,3.63,140684,1938,1999,Paperback,English,"8,439",9945,NAL,Fiction
David Nicholls,One Day,435,3.8,305538,,,,,,,,
